round,n_seen,chosen,best_action,got,best_possible,regret,explore_would_get,assay,est_supervised,est_esm2_wtm
3,144,esm2_wtm,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,1.4693877551020407,2.204081632653061
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,3.84,0.0
2,96,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,2.88,0.0
3,144,explore,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,0.0
0,0,explore,explore,2,2,0,2,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,3.84
2,96,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,esm2_wtm,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,1.4693877551020407,2.9387755102040813
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,0.0,3.84
2,96,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.7346938775510203,0.7346938775510203
0,0,explore,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,0.0
2,96,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,2.88,0.96
3,144,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,2.9387755102040813,1.4693877551020407
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,esm2_wtm,supervised,1,3,2,0,NUD15_HUMAN_Suiter_2020,0.7346938775510203,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,explore,explore,2,2,0,2,NUD15_HUMAN_Suiter_2020,0.0,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,4,4,1,NUD15_HUMAN_Suiter_2020,1.92,3.84
2,96,explore,supervised,1,3,2,1,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,supervised,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,2.204081632653061,1.4693877551020407
0,0,explore,explore,2,2,0,2,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,1.92,1.92
2,96,supervised,supervised,2,2,0,1,NUD15_HUMAN_Suiter_2020,2.88,0.96
3,144,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,2.204081632653061,0.7346938775510203
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,3,3,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,esm2_wtm,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.7346938775510203,2.204081632653061
0,0,explore,explore,2,2,0,2,NUD15_HUMAN_Suiter_2020,,
1,48,explore,supervised,1,2,1,1,NUD15_HUMAN_Suiter_2020,0.0,0.0
2,96,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.96
3,144,supervised,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,2.204081632653061,0.7346938775510203
0,0,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.0
2,96,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,0.96
3,144,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,0.7346938775510203
0,0,explore,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,1.92,1.92
2,96,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,3.84
3,144,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,1.4693877551020407
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,0.0
2,96,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,2.88,1.92
3,144,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,2.204081632653061,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,1.92
2,96,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.96
3,144,explore,explore,2,2,0,2,NUD15_HUMAN_Suiter_2020,0.7346938775510203,1.4693877551020407
0,0,explore,explore,2,2,0,2,NUD15_HUMAN_Suiter_2020,,
1,48,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,0.0
2,96,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,0.0,3.84
3,144,supervised,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,2.204081632653061,0.7346938775510203
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,3.84
2,96,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,explore,supervised,0,3,3,0,NUD15_HUMAN_Suiter_2020,0.7346938775510203,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.0
2,96,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,2.88,2.88
3,144,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.7346938775510203,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,2.204081632653061,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,2.204081632653061,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,3.84,1.92
2,96,supervised,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,1.92,0.96
3,144,explore,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,0.7346938775510203
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,1.92
2,96,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,1.92,1.92
2,96,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,explore,supervised,0,4,4,0,NUD15_HUMAN_Suiter_2020,0.7346938775510203,0.7346938775510203
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,supervised,0,3,3,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,explore,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,0.7346938775510203
0,0,explore,explore,3,3,0,3,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,0.96,0.0
3,144,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,1.4693877551020407
0,0,explore,supervised,0,3,3,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,1.92,0.0
2,96,explore,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,0.96,0.0
3,144,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,2.9387755102040813,0.0
0,0,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,3.84,1.92
2,96,esm2_wtm,explore,0,2,2,2,NUD15_HUMAN_Suiter_2020,0.96,1.92
3,144,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.7346938775510203,0.7346938775510203
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,supervised,0,3,3,0,NUD15_HUMAN_Suiter_2020,0.0,0.0
3,144,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,1.4693877551020407,1.4693877551020407
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,supervised,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,3.84,3.84
2,96,esm2_wtm,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,1.92,3.84
3,144,supervised,supervised,1,1,0,0,NUD15_HUMAN_Suiter_2020,2.204081632653061,2.204081632653061
0,0,explore,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,2,2,0,NUD15_HUMAN_Suiter_2020,0.0,3.84
2,96,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,1.92,0.96
3,144,supervised,supervised,2,2,0,0,NUD15_HUMAN_Suiter_2020,2.9387755102040813,0.7346938775510203
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,supervised,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,1.92,1.92
3,144,supervised,supervised,2,2,0,1,NUD15_HUMAN_Suiter_2020,2.9387755102040813,1.4693877551020407
0,0,explore,explore,0,0,0,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,explore,0,1,1,1,NUD15_HUMAN_Suiter_2020,0.0,1.92
2,96,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,0.96
3,144,supervised,explore,1,1,0,1,NUD15_HUMAN_Suiter_2020,4.408163265306122,1.4693877551020407
0,0,explore,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,,
1,48,esm2_wtm,supervised,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.0,5.76
2,96,explore,esm2_wtm,0,1,1,0,NUD15_HUMAN_Suiter_2020,0.96,0.96
3,144,esm2_wtm,esm2_wtm,1,1,0,0,NUD15_HUMAN_Suiter_2020,1.4693877551020407,2.9387755102040813
